time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,11,6,17,2
2026-06-28 00:00:00+00:00,38,15,58,2
2026-06-29 00:00:00+00:00,72,25,28,3
2026-06-30 00:00:00+00:00,11,7,3,1
2026-07-01 00:00:00+00:00,24,9,2,2
2026-07-02 00:00:00+00:00,30,20,1,1
2026-07-03 00:00:00+00:00,48,20,3,3
2026-07-04 00:00:00+00:00,30,16,3,3
2026-07-05 00:00:00+00:00,15,9,8,5
2026-07-06 00:00:00+00:00,33,10,5,2
2026-07-07 00:00:00+00:00,51,31,0,0
2026-07-08 00:00:00+00:00,22,9,7,5
2026-07-09 00:00:00+00:00,14,14,0,0
2026-07-10 00:00:00+00:00,120,31,104,5
