time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-28 00:00:00+00:00,23,4,35.0,2.0
2025-08-29 00:00:00+00:00,5,5,26.0,1.0
2025-08-30 00:00:00+00:00,16,6,40.0,5.0
2025-08-31 00:00:00+00:00,7,7,5.0,2.0
2025-09-01 00:00:00+00:00,30,5,33.0,2.0
2025-09-02 00:00:00+00:00,2,2,14.0,1.0
2025-09-03 00:00:00+00:00,24,3,36.0,3.0
2025-09-04 00:00:00+00:00,68,8,42.0,2.0
2025-09-05 00:00:00+00:00,43,10,42.0,2.0
2025-09-06 00:00:00+00:00,5,5,10.0,1.0
2025-09-07 00:00:00+00:00,5,5,5.0,1.0
2025-09-08 00:00:00+00:00,17,4,4.0,2.0
2025-09-09 00:00:00+00:00,2,2,1.0,1.0
2025-09-10 00:00:00+00:00,3,3,,
