time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-02 00:00:00+00:00,26,9,0,0
2026-02-03 00:00:00+00:00,19,10,4,1
2026-02-04 00:00:00+00:00,183,19,61,7
2026-02-05 00:00:00+00:00,265,28,126,2
2026-02-06 00:00:00+00:00,491,54,84,4
2026-02-07 00:00:00+00:00,40,12,14,3
2026-02-08 00:00:00+00:00,8,8,3,1
2026-02-09 00:00:00+00:00,37,12,19,3
2026-02-10 00:00:00+00:00,17,9,8,1
2026-02-11 00:00:00+00:00,17,6,8,1
2026-02-12 00:00:00+00:00,104,12,20,3
2026-02-13 00:00:00+00:00,127,25,16,2
2026-02-14 00:00:00+00:00,22,8,3,1
2026-02-15 00:00:00+00:00,17,9,0,0
